USER_ID,LAST_NAME,Req_SQL_score,Req_Microsoft Power BI_score,Req_Databricks_score,english_score,french_score,experience_score,Pref_DAX_score,Pref_Microsoft Power BI_score,Pref_Matillion ETL_score,availability_score
2433099,Lozano,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,0.0
2433118,Morrison,0.0,100.0,0.0,100.0,100.0,30,0.0,100.0,0.0,77.5
2433114,Hardin,80.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,0.0
2818577,Malone,40.0,60.0,0.0,60.0,100.0,10,40.0,60.0,10.0,0.0
2634429,Young,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0
2725267,Leon,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,100.0
2433134,Kirby,0.0,80.0,0.0,80.0,100.0,30,60.0,80.0,0.0,100.0
2433120,Peterson,60.0,40.0,0.0,60.0,100.0,30,40.0,40.0,0.0,77.5
2664664,Bowman,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,100.0
2443208,Watts,100.0,100.0,0.0,60.0,100.0,30,0.0,100.0,0.0,0.0
2456839,David,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,75.0
2445149,Austin,100.0,80.0,0.0,80.0,100.0,30,80.0,80.0,0.0,77.5
2451804,Hall,100.0,60.0,0.0,100.0,100.0,30,0.0,60.0,0.0,50.0
2433141,Brown,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,100.0
2540340,Reeves,50.0,60.0,0.0,70.0,100.0,30,60.0,60.0,0.0,100.0
2708468,Johnson,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,75.0
2447137,Moon,0.0,70.0,0.0,60.0,100.0,30,0.0,70.0,0.0,75.0
2433111,Richards,100.0,80.0,0.0,100.0,100.0,30,70.0,80.0,0.0,50.0
2444211,Lee,0.0,100.0,0.0,100.0,100.0,30,0.0,100.0,0.0,0.0
2443771,Wiggins,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,50.0
2599691,Johnson,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,50.0
2976032,Kelly,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,100.0
2433092,Navarro,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,0.0
2676328,Green,100.0,90.0,0.0,90.0,100.0,30,90.0,90.0,0.0,50.0
2689959,Davis,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,77.5
2551856,Hines,80.0,100.0,0.0,80.0,100.0,30,80.0,100.0,0.0,75.0
2433143,Kirby,100.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,75.0
2449781,Owens,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,0.0
2501974,Mcgee,80.0,100.0,0.0,100.0,100.0,30,80.0,100.0,0.0,50.0
2433136,Nielsen,100.0,100.0,0.0,100.0,100.0,30,0.0,100.0,0.0,75.0
2579999,Campbell,0.0,100.0,0.0,100.0,100.0,30,100.0,100.0,0.0,75.0
2442934,Callahan,80.0,50.0,0.0,80.0,0.0,30,0.0,50.0,0.0,75.0
2433138,Nelson,100.0,40.0,0.0,80.0,100.0,30,0.0,40.0,0.0,50.0
2799951,Soto,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,75.0
2433112,Dixon,100.0,40.0,0.0,80.0,100.0,30,0.0,40.0,80.0,97.5
2571584,Hess,0.0,0.0,0.0,70.0,100.0,30,0.0,0.0,0.0,75.0
2433852,Andrews,80.0,90.0,0.0,80.0,0.0,30,70.0,90.0,0.0,50.0
2535513,Terrell,40.0,20.0,0.0,100.0,100.0,30,0.0,20.0,0.0,0.0
2946290,Garza,70.0,90.0,0.0,90.0,100.0,10,90.0,90.0,0.0,75.0
2895177,Duncan,0.0,90.0,0.0,0.0,0.0,10,0.0,90.0,70.0,100.0
2662823,Newton,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,100.0
2448418,Cruz,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,0.0
2457327,Diaz,100.0,100.0,0.0,100.0,100.0,30,60.0,100.0,0.0,0.0
2634865,Rodriguez,0.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,72.5
2445187,Carr,60.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,0.0
2789583,Howard,0.0,60.0,0.0,100.0,100.0,10,40.0,60.0,0.0,0.0
2451833,Newman,0.0,60.0,0.0,60.0,100.0,30,0.0,60.0,0.0,0.0
2560995,Patel,80.0,60.0,0.0,60.0,100.0,30,40.0,60.0,0.0,75.0
2957009,Ramirez,0.0,0.0,0.0,100.0,0.0,10,0.0,0.0,0.0,0.0
2533338,Keller,40.0,50.0,0.0,60.0,100.0,30,20.0,50.0,0.0,0.0
2499680,Rogers,80.0,80.0,0.0,100.0,100.0,30,0.0,80.0,0.0,52.5
2449639,Duran,0.0,0.0,0.0,60.0,100.0,30,0.0,0.0,0.0,0.0
2713733,Williams,0.0,0.0,0.0,100.0,80.0,30,0.0,0.0,0.0,75.0
2456947,Riddle,100.0,0.0,0.0,100.0,100.0,30,0.0,0.0,0.0,100.0
2447672,Gonzalez,0.0,0.0,0.0,80.0,100.0,30,0.0,0.0,0.0,97.5
2789547,Williams,80.0,80.0,0.0,70.0,100.0,10,0.0,80.0,0.0,72.5
2920938,Martinez,0.0,0.0,0.0,80.0,0.0,10,0.0,0.0,0.0,52.5
